Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,shed-cost,storage-cost,tran-est-cost,CCS-cost,emission_e,num-est-tran,total-str-lev,total-str-cap,num-est-str,total-flow,NG-cost,NG-import-cost,RNG-import-cost,inv-storage,FOM-storage,shed-cost,pipe-est-cost,emission_g,num-est-pipe,total-ng-shed,total-RNG-import,total-flowGE,Production:,ng,solar,wind,hydro,nuclear,CT,CC,CC-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,CT,CC,CC-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,CT,CC,CC-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
10,joint_CF_with_extreme_days,30,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,821.1711779,41510746253,30202263073,25807680000,300000000,1770361900,128321712.7,169777471.9,967128537.1,0,1442242981,583879007.6,0,0,9405103.204,0,26873.00984,5551.268692,3,23610989.21,11308483180,1388207547,8866075633,0,1054200000,0,0,4094896.796,0,0,37853726.03,18902378.27,Production:,12378755.9,805702.6811,1722257.935,21470885.56,22245475.88,2.77E-07,10968490.75,1.01E-05,33122422.33,0,29116412.06,0,established:,0,0,0,0,0,0,3,0,1719,0,620,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,4,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,32.19211149,46921434972,34622014735,31744560000,300000000,1976769900,118988166.1,160341234.6,955279330.8,0,0,321355434.7,0,0,9289872.392,0,9673.129649,7285.657339,10,4614704.535,12299420237,1388207547,9857012690,0,1054200000,0,0,4210127.608,0,0,5113114.449,2054725.442,Production:,9650564.126,692450.5593,1663517.564,21861433.38,21009071.62,0,14358601.14,0,25874572.25,0,36371972.42,0,established:,0,0,0,0,0,0,6,0,1668,0,849,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,6,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,43.97772074,38767767327,28731372886,26045040000,300000000,1768709900,111168911.3,164026449.3,959325705.6,0,0,342427625.5,0,0,9329222.458,0,11930.87592,6421.315055,3,6965394.233,10036394441,1388207547,7593986893,0,1054200000,0,0,4170777.542,0,0,5139805.281,3224682.377,Production:,5667411.813,829801.5196,1935446.286,20125228.21,21491935.18,0,19923990.95,0,34450351.18,0,26680674.68,0,established:,0,0,0,0,0,0,6,0,1682,0,565,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,8,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,87.17130017,44980550907,30381048835,27129040000,300000000,1789968900,135425737.7,163420359.1,1138104885,0,0,840284588.2,22909250.26,0,11067808.97,2,21297.77081,22353.7907,11,9549580.372,14599502072,1388207547,12157094525,0,1054200000,0,0,2432191.026,0,0,13329181.37,4689298.677,Production:,11894948.43,822626.5032,1904377.65,20615252.24,21412520.85,0,16562976.9,0,36776461.23,0,25530115.13,0,established:,0,0,0,0,0,0,5,0,1917,0,567,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,10,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,99.31405687,33627542357,28438669390,22306000000,300000000,1604615900,123995281.1,183573340.3,851792068.9,0,3087340061,833144808.1,0,0,8283482.505,0,38667.26685,7655.146243,8,11749956.64,5188872967,1388207547,2746465420,0,1054200000,0,0,5216517.495,0,0,4331237.745,8221381.7,Production:,11810428.81,928616.8336,2136330.775,22968720,24053110.62,0,8418457.874,0,47013570.8,0,15312850.9,0,established:,0,0,0,0,0,0,2,0,2155,0,331,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,12,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,227.715517,46999644219,34734803056,29775520000,300000000,1911105900,129643928.4,164944638.7,928071739.1,0,1667860659,777037523.3,8690407.132,0,9025284.803,1,35831.72803,7331.021768,9,14562141.09,12264841162,1388207547,9822433615,0,1054200000,0,0,4474715.197,0,0,20165939.16,8070805.166,Production:,14517421.4,686364.1128,1644542.048,22674182,21612243.02,0,6916167.657,0,27056119.71,0,35358213.41,0,established:,0,0,0,0,0,0,2,0,1776,0,822,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,14,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,359.3038516,39629501136,29352415144,23971920000,300000000,1701915900,134416685.4,162097897.5,990611169.8,0,2320252401,761812260.2,0,0,9633466.422,0,35864.82327,6579.613958,6,16371975.42,10277085992,1388207547,7834678445,0,1054200000,0,0,3866533.578,0,0,14512240.15,10354863.14,Production:,15361105.67,805364.3243,1910547.669,21294194.46,21239242.34,2.52E-05,7566336.18,0,35732715.42,36350.11001,25579412.63,0,established:,0,0,0,0,0,0,2,0,1763,2,541,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,16,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,612.5069811,45806636599,31091870066,26148720000,300000000,1758226900,147769646.6,164459662.3,1165542322,0,1625416288,924368318.1,22909250.26,0,11334631.76,2,28098.43196,20730.44703,9,18691029.23,14714766533,1388207547,12272358986,0,1054200000,0,0,2165368.241,0,0,27849217.96,11527765.7,Production:,16527330.69,814186.2438,1886471.388,20687234.58,21548697.89,-2.44E-11,11017798.68,0,37351161.07,0,25132831.3,0,established:,0,0,0,0,0,0,3,0,1961,0,557,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,18,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,363.4012363,42957687710,28299227814,21678320000,300000000,1601738900,145530735.8,156029858.9,1276815159,0,2997561548,1420046771,0,0,12416734.58,0,49516.21784,26597.02764,6,20767433.03,14658459896,1388207547,12216052349,0,1054200000,0,0,1083265.422,0,0,24678016.68,14661767.65,Production:,13678450.89,940337.663,2245965.649,22197977.38,20444163.9,1.52E-05,18125076.76,2.12E-05,48428131.19,12564555.78,0,0,established:,0,0,0,0,0,0,5,0,2155,559,0,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,20,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,993.1531529,38181789330,28132135973,23530320000,300000000,1742476900,119491626.9,163342605.8,888879100.7,0,1740452360,536052480.8,0,0,8644145.383,0,25242.7675,4624.540805,2,23383163.35,10049653357,1388207547,7607245809,0,1054200000,0,0,4855854.617,0,0,24276524.05,12655637.68,Production:,11217701.78,836603.7566,1994695.7,22668114.17,21402333.04,1.32E-05,10299225.97,0.000289921,21152444.38,0,40381708.1,0,established:,0,0,0,0,0,0,3,0,1116,0,707,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,22,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,797.1914344,45114734006,31603658114,27244800000,300000000,1767879900,124497610.7,159675774,1082640024,0,1034969067,960381137.2,11454625.13,0,10528425.92,1,31606.17208,19543.26565,9,26161594.54,13511075892,1388207547,11068668345,0,1054200000,0,0,2971574.078,0,0,31764440.57,15072438.43,Production:,8915237.69,803976.2056,1818141.167,20625203.64,20921878.15,0,19038832.99,0,41066174.21,0,20685045.74,0,established:,0,0,0,0,0,0,6,0,2155,0,468,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,24,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,1016.356244,41730292237,29305127116,24255200002,300000000,1667377900,128805245.9,165923653.3,1033621428,0,1900009411,870430089.6,17380814.26,0,10051731.32,2,40360.12909,8028.810594,5,29154598.3,12425165121,1388207547,9982757574,0,1054200000,0,0,3448268.677,0,0,31568571.8,16265272.94,Production:,11343842.08,906607.4764,2290521.371,21078729.22,21740520.61,0.000262942,14302497.16,1.55E-06,46484064.31,0,14519698.65,0,established:,0,0,0,0,0,2.55E-09,4.000000002,0,2155,0,374,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,26,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,1878.787862,42109445710,30635389994,26286080000,300000000,1738849900,123018420.9,157793819.4,1055594984,0,1177275386,852372467.1,0,0,10265419.11,0,38140.35395,9005.122697,12,29657571.46,11474055716,1388207547,9031648169,0,1054200000,0,0,3234580.887,0,0,32299231.71,17771725.9,Production:,9168968.883,932885.2186,2214026.596,20447975.91,20675290.8,0,17911497.45,6.65E-07,44162332.91,2076448.627,15053988.58,0,established:,0,0,0,0,0,0,6,0,2155,101,381,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,28,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,1703.318431,43117506582,31720130825,27622800000,300000000,1826129900,117959302.2,164781734.3,981105649.7,0,1015793914,672665974.6,0,0,9541027.419,0,23833.6514,12286.19042,12,32241625.1,11397375757,1388207547,8954968210,0,1054200000,0,0,3958972.581,0,0,32782277.69,17388498.4,Production:,8024039.41,850936.9609,2025095.063,20812070.97,21590898.1,-8.13E-11,17328654.46,0,32074549.88,0,29280932.82,-8.91E-11,established:,0,0,0,0,0,0,6,0,1680,0,643,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
15,joint_CF_with_extreme_days,30,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,1603.10625,42920534957,31826391281,27360920000,300000000,1801206900,109495579.5,169264688.3,908721022.3,0,1453811500,631692612.7,0,0,8837103.52,0,27371.70148,7412.818407,3,34882478.49,11094143676,1388207547,8651736129,0,1054200000,0,0,4662896.48,0,0,39661092.11,17650243.8,Production:,5535297.086,811240.1453,1873923.088,21375721.6,22178287.25,89012.05434,18508729.63,0,35141764.05,0,26939867.72,2.59E-10,established:,0,0,0,0,0,1,6,0,1826,0,573,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,4,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,32.50526357,49768879498,36781184150,33873960000,300000000,2040996900,126385188.4,173093055.2,1142834298,0,0,263763961.1,2985045.295,0,11113801.43,1,8136.967015,5816.775997,12,3337054.465,12987695348,1388207547,10545287800,0,1054200000,0,0,2386198.566,0,0,5509592.234,2438030.326,Production:,5764090.949,685221.4453,1669880.587,13540969.83,22679907.65,1046094.636,23487222.57,0,25865332.04,0,36382003.21,0,established:,0,0,0,0,0,3,9,0,1663,0,849,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,6,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,70.18567681,42439227857,31628268984,28742120000,300000000,1846837900,117596007.9,165661794,1170394513,0,0,426687191.9,29366089.98,0,11381818.2,3,14636.58897,8191.566806,7,5369088.178,10810958873,1388207547,8368551326,0,1054200000,0,0,2118181.797,0,0,5729779.078,3824861.287,Production:,2659481.76,836467.3663,1931766.088,13006306.55,21706209.9,324313.0595,29632307.01,0,34830190.09,0,26297850.13,1.45E-10,established:,0,0,0,0,0,3,10,0,1706,0,557,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,8,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,181.9328408,48454584935,33377378361,30020240000,300000000,1887056900,126113766.7,165850492,1268279362,0,0,848751112.2,29366089.98,0,12333725.9,3,23094.1825,21271.35527,5,7231837.761,15077206574,1388207547,12634799027,0,1054200000,0,0,1166274.095,0,0,14073401.12,5199261.98,Production:,4183503.52,826208.4973,1901205.107,13234268.09,21730934.48,0,30867190.08,0,34919463.78,0,27386703.14,0,established:,0,0,0,0,0,0,10,0,1827,0,607,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,10,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,225.7014763,36969215072,30940930902,25746400000,300000000,1709214900,116054937.1,173839204.1,1080531622,0,2300735574,565320196.7,29366089.98,0,10507922.19,3,26350.11621,5100.959416,8,9134928.982,6028284170,1388207547,3585876623,0,1054200000,0,0,2992077.807,0,0,4524356.333,9367186.436,Production:,3600835.212,935363.7835,2130016.446,14049772.34,22777673.49,0,26247707,0,46493096.82,0,15821737.18,0,established:,0,0,0,0,0,0,8,0,2155,0,342,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,12,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,606.5433798,49936468316,37196337951,32242160000,300000000,1965413900,126263723.4,186232946.6,1057588047,0,1660616475,696706578.8,18944326.68,0,10284801.19,4,30791.64633,7677.386722,12,10098172.65,12740130365,1388207547,10297722818,0,1054200000,0,0,3215198.811,0,0,18269482.14,9047100.507,Production:,7259953.558,679522.42,1655344.324,14106895.23,24401591.54,0,20580386.27,0,30403133.4,0,32007247.22,2.32E-09,established:,0,0,0,0,0,0,7,0,1978,0,745,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,14,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,480.5037718,42840802782,32078663973,26778080000,300000000,1794773900,122231304.1,176459582.3,1122788062,0,2051117333,832833864.5,23167988.22,0,10918856.39,2,33261.76596,12109.00721,7,11851288.35,10762138809,1388207547,8319731262,0,1054200000,0,0,2581143.615,0,0,19535124.06,11385889.76,Production:,4948574.568,825986.7152,1908101.259,13815455.05,23121014.46,0,25623201.17,0,34190592.66,0,27139709.51,0,established:,0,0,0,0,0,0,7,0,1684,0,574,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,16,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,437.6115131,49295784967,33955911745,28633920000,300000000,1852023900,142105560,167628739.3,1335883895,0,1703886599,1133178958,23167988.22,0,12991164.48,2,36039.21668,24096.0589,10,14223772.75,15339873222,1388207547,12897465675,0,1054200000,0,0,508835.5164,0,0,23797866.27,12686272.54,Production:,9317882.441,817457.5823,1881792.718,13861328.45,21963933.34,0,25794140.53,0,34075880.68,16495.80528,28392958.4,0,established:,0,0,0,0,0,0,7,0,1792,1,629,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,18,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,867.7235324,46153461617,31086222317,24572640000,300000000,1691866900,139552235.4,160750179.2,1388207547,0,2851046565,1341000347,29366089.98,0,13500000,3,52365.16533,20482.73446,9,15969944.59,15067239301,1388207547,12624831754,0,1054200000,0,0,5.24E-09,0,0,30750516.6,15991513.4,Production:,7652867.321,944051.6336,2241907.284,13123259.21,21062654.51,7.34E-06,29581294.88,9.98E-05,48468186.7,12490854.28,33990.39122,0,established:,0,0,0,0,0,0,10,0,2155,583,1,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,20,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,1501.746144,41312143288,30620004409,25649120000,300000000,1801453900,120735680.1,178281812.8,1063956406,0,1922631184,647781832.2,0,0,10346732.02,0,31222.11225,4994.874965,7,15741639.4,10692138879,1388207547,8249731332,0,1054200000,0,0,3153267.983,0,0,17726924.68,14561589.52,Production:,5576378.683,843374.1845,2003462.438,13957847.15,23359776.31,0,23067117.02,-1.66E-08,22331813.2,0,39190164.06,0,established:,0,0,0,0,0,0,7,0,1176,0,686,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,22,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,1400.943222,48285306552,34106516852,29490800000,300000000,1837096900,126816778.4,164338251.4,1264592037,0,1171092321,987006511,29366089.98,0,12297867.51,3,35798.83855,17343.43893,11,19585169.06,14178789700,1388207547,11736382153,0,1054200000,0,0,1202132.488,0,0,34290123.5,17103847.22,Production:,4762996.716,807776.0726,1805869.369,13265639.68,21532789.75,2.15E-07,29968107.65,0,40840484.53,0,20919207.36,0,established:,0,0,0,0,0,1.24E-12,10,0,2155,0,473,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,24,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,1956.472656,45433075298,32398041289,26440000000,300000000,1734374900,129457854.7,173910527.8,1199810700,0,2340468741,1229618396,50210868.9,0,11667883.88,5,58439.09325,10164.65787,7,23339761.91,13035034009,1388207547,10592626462,0,1054200000,0,0,1832116.124,0,0,33862576.13,17974031.63,Production:,6472470.259,904394.9922,2297176.044,13513752.73,22787018.84,0,25760732.88,0,46375853.84,0,14623466.93,-1.14E-11,established:,0,0,0,0,0,0,8,0,2155,0,376,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,26,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,3034.878065,45211876101,33102466881,28556480000,300000000,1806106900,124921005.4,167662685.5,1228728814,0,1279737759,867558530.9,0,0,11949105.9,0,37916.96549,9911.978964,10,20570170.1,12109409220,1388207547,9667001673,0,1054200000,0,0,1550894.1,0,0,36954952.51,19964643.7,Production:,4454870.049,931926.1433,2216897.278,12621381.84,21968381.23,0,29354946.36,0,44140453.32,1063697.155,16086708.03,-1.42E-10,established:,0,0,0,0,0,0,10,0,2155,51,407,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,28,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,3435.880477,46074079326,33860773240,29716680000,300000000,1887286900,124896366.1,167857810.3,1203446664,0,970474930.7,693577233.1,0,0,11703242.79,0,22966.51958,13997.48565,13,22121822.26,12213306086,1388207547,9770898539,0,1054200000,0,0,1796757.21,0,0,26894299.69,20572593.06,Production:,4527034.793,848007.5677,2025567.111,13152339.34,21993947.89,627570.1382,27567722.84,6.32E-06,32337201.13,0,29020727.39,-1.62E-10,established:,0,0,0,0,0,3,9,0,1694,0,635,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
20,joint_CF_with_extreme_days,30,4,RM,0.8,0.5,FALSE,TRUE,FALSE,0,4033.544226,46131601428,34157114589,30006800000,300000000,1888800900,122590613.4,173782300.1,1148614534,0,1088348595,565208186.1,11583994.11,0,11170012.9,1,24042.84899,7003.016568,7,24488835.58,11974486840,1388207547,9532079292,0,1054200000,0,0,2329987.098,0,0,32806950.71,21593628.8,Production:,4063853.932,828960.825,1894751.218,13382924.76,22770217.52,809847.624,26340835.27,1.85E-05,33004390.85,0,29038692.11,9.07E-11,established:,0,0,0,0,0,8,8,3.20E-12,1740,0,615,0,decommissioned:,0,0,0,0,1,0,0,0,0,0,0,0
